candidate_webname,state_postal,cd,cand_party,year,web_score,FECCandID,bioguide_id
Chris Coulombe,CA,2,Republican,2022,-0.130708095,H2CA02241,NA
Darian J. Elizondo,CA,2,Republican,2022,0.251997728,NA,NA
Douglas Brower,CA,2,Republican,2022,NA,H2CA02209,NA
Jared Huffman,CA,2,Democrat,2022,-1.02776327,H2CA06259,H001068
Douglas Deitch,CA,20,Democrat,2018,NA,NA,NA
Jimmy Panetta,CA,20,Democrat,2018,NA,H6CA20152,P000613
Jeff Gorman,CA,20,Republican,2020,NA,H0CA20122,NA
Jimmy Panetta,CA,20,Democrat,2020,-0.71378905,H6CA20152,P000613
Adam Bola–os Scow,CA,20,Democrat,2020,-1.07874407,H0CA20130,NA
Ben Dewell,CA,20,Democrat,2022,-0.241916062,H2CA20144,NA
James Davis,CA,20,Republican,2022,NA,NA,F000480
James Macauley,CA,20,Republican,2022,NA,NA,F000480
Kevin McCarthy,CA,20,Republican,2022,0.875460711,H6CA22125,M001165
Marisa Wood,CA,20,Democrat,2022,-0.830535285,H2CA23155,NA
T.J. Cox,CA,21,Democrat,2018,-0.783389744,H8CA10167,C001124
David Valadao,CA,21,Republican,2018,0.697911933,H2CA20094,NA
T.J. Cox,CA,21,Democrat,2020,-0.672911237,H8CA10167,NA
Ricardo De La Fuente,CA,21,Democrat,2020,-0.769311095,H0CA21104,NA
Roque De La Fuente,CA,21,Republican,2020,0.052723338,H0CA21112,NA
David Valadao,CA,21,Republican,2020,0.711968944,H2CA20094,V000129
Eric Garcia,CA,21,Democrat,2022,-1.156449951,H0CA22110,NA
Jim Costa,CA,21,Democrat,2022,-0.185657573,H4CA20082,C001059
Matt Stoll,CA,21,Republican,2022,1.301807862,H2CA22249,NA
Michael Maher,CA,21,Republican,2022,NA,H2CA22215,NA
Bobby Bliatout,CA,22,Democrat,2018,-0.397470772,H8CA22154,NA
Rico Franco,CA,22,Democrat,2018,-1.209638466,H8CA22147,NA
Andrew Janz,CA,22,Democrat,2018,-0.688656143,H8CA22139,NA
Devin Nunes,CA,22,Republican,2018,NA,H8CA20059,N000181
Phil Arballo,CA,22,Democrat,2020,-1.35206465,H0CA22102,NA
Bobby Bliatout,CA,22,Democrat,2020,-0.645424997,H8CA22154,NA
Devin Nunes,CA,22,Republican,2020,NA,H8CA20059,N000181
Dary Rezvani,CA,22,Democrat,2020,-1.226522323,H0CA22094,NA
Adam Medeiros,CA,22,Republican,2022,0.96574595,H2CA21225,NA
Chris Mathys,CA,22,Republican,2022,NA,H2CA21183,NA
David Valadao,CA,22,Republican,2022,0.593840276,H2CA20094,V000129
Rudy Salas,CA,22,Democrat,2022,NA,H2CA21233,NA
Mary Barro,CA,23,Democrat,2018,-0.616462596,H8CA23129,NA
Tatiana Matta,CA,23,Democrat,2018,-0.814924417,H8CA23103,NA
Kevin McCarthy,CA,23,Republican,2018,0.868214026,H6CA22125,M001165
Wendy Reed,CA,23,Democrat,2018,-0.684305603,H6CA23206,NA
Kurtis Wilson,CA,23,Democrat,2018,NA,H8CA23111,NA
Kim Mangone,CA,23,Democrat,2020,-0.961184136,H0CA23167,NA
Kevin McCarthy,CA,23,Republican,2020,0.983805177,H6CA22125,M001165
Blanca A. Gomez,CA,23,Democrat,2022,NA,H0CA08226,NA
Derek Marshall,CA,23,Democrat,2022,-1.249801784,H2CA08214,NA
Jay Obernolte,CA,23,Republican,2022,0.984791515,H0CA08135,O000019
Salud Carbajal,CA,24,Democrat,2018,-0.86058296,H6CA24303,C001112
Justin Fareed,CA,24,Republican,2018,0.184693005,H4CA24142,NA
Michael Woody,CA,24,Republican,2018,-0.097616381,H8CA24150,NA
Andy Caldwell,CA,24,Republican,2020,0.230687423,H0CA24157,NA
Salud Carbajal,CA,24,Democrat,2020,-0.954234767,H6CA24303,C001112
Brad Allen,CA,24,Republican,2022,NA,H2CA24229,NA
Salud Carbajal,CA,24,Democrat,2022,-0.830056555,H6CA24303,C001112
Bryan Caforio,CA,25,Democrat,2018,-0.767830652,H6CA25177,NA
Katie Hill,CA,25,Democrat,2018,-1.163000713,H8CA25074,H001087
Steve Knight,CA,25,Republican,2018,0.41126104,H4CA25123,NA
Mary Pallant,CA,25,Democrat,2018,-0.515228787,H6CA24246,NA
Jess Phoenix,CA,25,Democrat,2018,-0.81706767,H8CA25082,NA
Robert Cooper III,CA,25,Democrat,2020,-1.539065098,H0CA25238,NA
Getro Franck Elize,CA,25,Democrat,2020,-0.573527972,H0CA25196,NA
Mike Garcia,CA,25,Republican,2020,1.217672193,H0CA25105,G000061
Kenneth Jenks,CA,25,Republican,2020,-0.007954562,H0CA25188,NA
Steve Knight,CA,25,Republican,2020,NA,H4CA25123,NA
David Lozano,CA,25,Republican,2020,NA,H0CA25220,NA
Daniel Mercuri,CA,25,Republican,2020,0.087022942,H0CA25246,NA
George Papadopoulos,CA,25,Republican,2020,NA,H0CA25147,NA
Christopher C. Smith,CA,25,Democrat,2020,-0.665220771,H0CA25253,NA
Christy Smith,CA,25,Democrat,2020,-0.806376171,H0CA25154,NA
Cenk Uygur,CA,25,Democrat,2020,-0.657041625,H0CA25170,NA
An’bal ValdŽz-Ortega,CA,25,Democrat,2020,-1.173794238,H0CA25212,NA
Brian E. Hawkins,CA,25,Republican,2022,-0.469454926,H2CA01177,NA
Brian M Tyson,CA,25,Republican,2022,1.086567017,H2CA25242,NA
Burt Thakur,CA,25,Republican,2022,-0.249780214,H2CA25259,NA
Ceci Truman,CA,25,Republican,2022,1.224813295,H2CA46131,NA
James Francis Gibson,CA,25,Republican,2022,-0.048123947,NA,NA
Jonathan Reiss,CA,25,Republican,2022,0.727967188,H2CA36447,NA
Raul Ruiz,CA,25,Democrat,2022,-0.326689283,H2CA36439,R000599
Julia Brownley,CA,26,Democrat,2018,-0.36155453,H2CA00120,B001285
Jeffrey Burum,CA,26,Republican,2018,1.381989504,H8CA26122,NA
John Nelson,CA,26,Democrat,2018,-0.748608612,H8CA26130,NA
Antonio Sabato,CA,26,Republican,2018,0.286208503,H8CA26114,NA
Ronda Kennedy,CA,26,Republican,2020,0.723733401,H0CA26145,NA
Julia Brownley,CA,26,Democrat,2020,-0.543356837,H2CA00120,B001285
Enrique Petris,CA,26,Democrat,2020,NA,H0CA26152,NA
Robert L. Salas,CA,26,Democrat,2020,-0.074614762,H0CA26137,NA
Fadde Mikhail,CA,26,Republican,2022,NA,H2CA26166,NA
Julia Brownley,CA,26,Democrat,2022,-0.76292712,H2CA00120,B001285
Matt Jacobs,CA,26,Republican,2022,0.367399477,H2CA26133,NA
Paul Nathan Taylor,CA,26,Republican,2022,-0.356922434,H2CA26182,NA
Judy Chu,CA,27,Democrat,2018,-0.743137753,H0CA32101,C001080
Bryan Witt,CA,27,Democrat,2018,NA,H8CA27112,NA
Beatrice Cardenas,CA,27,Republican,2020,NA,H8CA27120,NA
Judy Chu,CA,27,Democrat,2020,-0.92592242,H0CA32101,C001080
Johnny J. Nalbandian,CA,27,Republican,2020,0.58126994,H0CA27127,NA
Christy Smith,CA,27,Democrat,2022,-0.966977593,H0CA25154,NA
David Rudnick,CA,27,Republican,2022,0.306611647,H0CA25139,NA
Mark Pierce,CA,27,Republican,2022,NA,H2CA27255,NA
Mike Garcia,CA,27,Republican,2022,1.014729983,H0CA25105,G000061
Quaye Quartey,CA,27,Democrat,2022,-0.770145252,H2CA25218,NA
Ruth Luevanos,CA,27,Democrat,2022,-0.803209651,H2CA25200,NA
Sal Genovese,CA,28,Democrat,2018,-0.513925338,NA,NA
Johnny J. Nalbandian,CA,28,Republican,2018,1.033573796,H8CA28185,NA
Adam B. Schiff,CA,28,Democrat,2018,-0.646760161,H0CA27085,S001150
William J. Bodell,CA,28,Republican,2020,NA,H4CA29109,NA
Eric Early,CA,28,Republican,2020,0.750593104,H0CA28182,NA
Sal Genovese,CA,28,Democrat,2020,-0.5909987,H6CA31126,NA
Ara Khachig Manoogian,CA,28,Democrat,2020,NA,H0CA28224,NA
G Maebe Pudlo,CA,28,Democrat,2020,-0.505806659,H0CA28174,NA
Adam B. Schiff,CA,28,Democrat,2020,-0.575769616,H0CA27085,S001150
Dorothy Caronna,CA,28,Democrat,2022,NA,H2CA28196,NA
Judy Chu,CA,28,Democrat,2022,-0.901486387,H0CA32101,C001080
Wes Hallman,CA,28,Republican,2022,NA,H2CA28188,NA
Benito Bernal,CA,29,Republican,2018,NA,H6CA29203,NA
Tony Cardenas,CA,29,Democrat,2018,0.025496904,H2CA28113,C001097
Joe Shammas,CA,29,Democrat,2018,-0.078368895,NA,NA
Tony Cardenas,CA,29,Democrat,2020,-0.028330871,H2CA28113,C001097
Angelica Maria Duenas,CA,29,Democrat,2020,-1.183067228,H8CA29100,NA
Michael R. Guzik,CA,29,Democrat,2020,-1.083431042,H0CA29131,NA
Brian Perras,CA,29,Republican,2020,NA,H0CA29123,NA
Andy Miranda,CA,29,Republican,2022,0.306368127,NA,NA
Angelica Maria Duenas,CA,29,Democrat,2022,-1.070338824,H8CA29100,NA
Margarita Maria Carranza,CA,29,Republican,2022,NA,H2CA29087,NA
Rudy Melendez,CA,29,Republican,2022,NA,NA,NA
Tony Cardenas,CA,29,Democrat,2022,-0.726686144,H2CA28113,C001097
John Garamendi,CA,3,Democrat,2018,NA,H0CA10149,G000559
Kevin Puett,CA,3,Democrat,2018,0.337911391,NA,NA
Charlie Schaupp,CA,3,Republican,2018,NA,H6CA03067,NA
Sean Feucht,CA,3,Republican,2020,NA,H0CA03144,NA
John Garamendi,CA,3,Democrat,2020,-0.523971295,H0CA10149,G000559
Tamika Hamilton,CA,3,Republican,2020,NA,H0CA03128,NA
David Peterson,CA,3,Democrat,2022,-0.435119864,H6CA01202,NA
Kermit Jones,CA,3,Democrat,2022,-0.598412992,H2CA04122,NA
Kevin Kiley,CA,3,Republican,2022,NA,H2CA03157,K000401
Scott Jones,CA,3,Republican,2022,0.721237919,H2CA03140,NA
Jon Pelzer,CA,30,Democrat,2018,-1.224657127,H8CA30066,NA
Raji Rab,CA,30,Democrat,2018,-0.225679744,H4CA30123,NA
Mark Reed,CA,30,Republican,2018,0.436611761,H6CA30185,NA
Brad Sherman,CA,30,Democrat,2018,-0.184194259,H6CA24113,S000344
Courtney Berina,CA,30,Democrat,2020,NA,H0CA30162,NA
Raji Rab,CA,30,Democrat,2020,-0.302652128,H4CA30123,NA
Mark Reed,CA,30,Republican,2020,NA,H6CA30185,NA
Brad Sherman,CA,30,Democrat,2020,-0.143437558,H6CA24113,S000344
Adam B. Schiff,CA,30,Democrat,2022,-0.82763685,H0CA27085,S001150
G Maebe Pudlo,CA,30,Democrat,2022,-0.483253154,H0CA28174,NA
Johnny J. Nalbandian,CA,30,Republican,2022,0.479544459,H0CA27127,NA
Paloma Zuniga,CA,30,Republican,2022,NA,H2CA33220,NA
Patrick Lee Gipson,CA,30,Republican,2022,0.28361248,H2CA30325,NA
Ronda Kennedy,CA,30,Republican,2022,0.546526577,H0CA26145,NA
Sal Genovese,CA,30,Democrat,2022,-0.499453052,NA,NA
Pete Aguilar,CA,31,Democrat,2018,-0.692096852,H2CA31125,A000371
Kaisar Ahmed,CA,31,Democrat,2018,NA,NA,NA
Sean Flynn,CA,31,Republican,2018,0.210481225,H6CA31134,NA
Pete Aguilar,CA,31,Democrat,2020,-0.878755994,H2CA31125,A000371
Agnes Gibboney,CA,31,Republican,2020,0.712094174,H0CA31129,NA
Daniel Bocic Martinez,CA,31,Republican,2022,-0.122854329,H2CA28162,NA
Grace F. Napolitano,CA,31,Democrat,2022,-0.675727854,H8CA34068,N000179
Rocco Anthony De Luca,CA,31,Democrat,2022,-0.666356217,H2CA31166,NA
Grace F. Napolitano,CA,32,Democrat,2018,NA,H8CA34068,N000179
Emanuel Gonzales,CA,32,Democrat,2020,-0.880404051,H0CA32333,NA
Meshal Kashifalghita,CA,32,Democrat,2020,-0.568835975,H0CA32341,NA
Grace F. Napolitano,CA,32,Democrat,2020,-0.635222242,H8CA34068,N000179
Joshua M Scott,CA,32,Republican,2020,0.654866348,H8CA32088,NA
Aarika Samone Rhodes,CA,32,Democrat,2022,-0.968671598,H2CA30275,NA
Brad Sherman,CA,32,Democrat,2022,-0.659877872,H6CA24113,S000344
Jason Potell,CA,32,Democrat,2022,-0.762516795,H2CA30309,NA
Lucie Lapointe Volotzky,CA,32,Republican,2022,0.39248744,H2CA30283,NA
Melissa Toomim,CA,32,Republican,2022,0.366343017,H2CA00146,NA
Raji Rab,CA,32,Democrat,2022,-0.462674784,H4CA30123,NA
Shervin Aazami,CA,32,Democrat,2022,-0.889882558,H2CA30291,NA
Ted W. Lieu,CA,33,Democrat,2018,-0.396972275,H4CA33119,L000582
Emory Rodgers,CA,33,Democrat,2018,-0.623611265,H8CA33268,NA
Kenneth W. Wright,CA,33,Republican,2018,0.036563978,H6CA33106,NA
Liz Barris,CA,33,Democrat,2020,NA,H0CA33224,NA
James Bradley,CA,33,Republican,2020,0.002681643,H0CA48156,NA
Albert Maxwell Goldberg,CA,33,Democrat,2020,NA,H0CA23068,NA
Ted W. Lieu,CA,33,Democrat,2020,-0.473545168,H4CA33119,L000582
Sarah Sun Liew,CA,33,Republican,2020,0.318956525,H0CA33216,NA
Kenneth W. Wright,CA,33,Republican,2020,NA,H6CA33106,NA
Ernest H. Richter,CA,33,Republican,2022,NA,NA,NA
John Mark Porter,CA,33,Republican,2022,NA,H2CA33253,NA
Pete Aguilar,CA,33,Democrat,2022,-0.805435646,H2CA31125,A000371
Rex Gutierrez,CA,33,Republican,2022,0.552093713,NA,NA
Jimmy Gomez,CA,34,Democrat,2018,-1.145295536,H8CA34266,G000585
Jimmy Gomez,CA,34,Democrat,2020,-1.218362384,H8CA34266,G000585
David Kim,CA,34,Democrat,2020,-0.826462706,H0CA34131,NA
Frances Yasmeen Motiwalla,CA,34,Democrat,2020,-1.28469493,H0CA34115,NA
Keanakay Scott,CA,34,Democrat,2020,-1.429421072,H0CA34156,NA
Joanne L. Wright,CA,34,Republican,2020,-0.041353153,H0CA34149,NA
Clifton Rio Torrado VonBuck,CA,34,Republican,2022,NA,NA,NA
David Kim,CA,34,Democrat,2022,-0.961942199,H2CA34079,NA
Jimmy Gomez,CA,34,Democrat,2022,-1.024451528,H8CA34266,G000585
Joe Baca,CA,35,Democrat,2018,-0.830929297,H6CA31142,NA
Norma J. Torres,CA,35,Democrat,2018,-0.600296428,H4CA35031,T000474
Christian Valiente,CA,35,Republican,2018,0.458984879,H8CA35115,NA
Mike Cargile,CA,35,Republican,2020,1.078128047,H0CA35146,NA
Norma J. Torres,CA,35,Democrat,2020,-0.621322346,H4CA35031,T000474
Bob Erbst,CA,35,Republican,2022,0.625919837,NA,NA
Lloyd A. Stevens,CA,35,Democrat,2022,NA,H2CA35159,NA
Mike Cargile,CA,35,Republican,2022,0.108093618,H0CA35146,NA
Norma J. Torres,CA,35,Democrat,2022,-1.115026834,H4CA35031,T000474
Rafael Carcamo,CA,35,Republican,2022,1.130320906,H2CA35142,NA
Dan Ball,CA,36,Republican,2018,NA,H8CA36162,NA
Robert Bentley,CA,36,Republican,2018,0.329227755,H8CA36196,NA
Douglas Hassett,CA,36,Republican,2018,0.651352066,H8CA36204,NA
Kimberlin Peizer,CA,36,Republican,2018,0.750612334,H8CA36170,NA
Raul Ruiz,CA,36,Democrat,2018,-0.560347005,H2CA36439,R000599
Stephan Wolkowicz,CA,36,Republican,2018,NA,H8CA36188,NA
Erin Cruz,CA,36,Republican,2020,0.45254965,H0CA36193,NA
Patrice Kimbler,CA,36,Republican,2020,0.056894637,H0CA36201,NA
Raul Ruiz,CA,36,Democrat,2020,-0.574730204,H2CA36439,R000599
Milo Stevanovich,CA,36,Republican,2020,NA,H0CA36185,NA
Ariana Hakami,CA,36,Republican,2022,0.61075077,H2CA36496,NA
Claire Ragge,CA,36,Republican,2022,0.189139085,H2CA33212,NA
Colin Kilpatrick Obrien,CA,36,Democrat,2022,NA,H8CA31122,NA
Derrick R. Gates,CA,36,Republican,2022,0.572334767,H2CA33196,NA
Joe E. Collins III,CA,36,Republican,2022,-0.448151876,H0CA43108,NA
Ted W. Lieu,CA,36,Democrat,2022,-0.715573159,H4CA33119,L000582
Karen Bass,CA,37,Democrat,2018,-0.513466253,H0CA33117,B001270
Ron Bassilian,CA,37,Republican,2018,-0.279620806,H8CA37293,NA
Karen Bass,CA,37,Democrat,2020,-0.946785419,H0CA33117,B001270
Errol Webber,CA,37,Republican,2020,NA,H0CA37167,NA
"Baltazar ""Bong"" Fedalizo",CA,37,Republican,2022,0.061316545,H2CA37320,NA
Chris Champion,CA,37,Republican,2022,NA,NA,NA
Daniel W. Lee,CA,37,Democrat,2022,-1.269123611,H2CA37296,NA
Jan C. Perry,CA,37,Democrat,2022,-0.93453225,H2CA37312,NA
Michael Shure,CA,37,Democrat,2022,-0.673419738,H2CA37346,NA
Sandra Mendoza,CA,37,Democrat,2022,NA,H2CA37338,NA
Sydney Kamlager,CA,37,Democrat,2022,NA,H2CA37304,K000400
Ryan Downing,CA,38,Republican,2018,NA,H4CA31105,NA
Linda Sanchez,CA,38,Democrat,2018,-0.722627653,H2CA39078,S001156
Linda Sanchez,CA,38,Democrat,2020,-0.780331893,H2CA39078,S001156
Michael Tolar,CA,38,Democrat,2020,-0.774850601,H0CA38157,NA
Eric J. Ching,CA,38,Republican,2022,0.574139625,H2CA39151,NA
John Sarega,CA,38,Republican,2022,NA,NA,NA
Linda Sanchez,CA,38,Democrat,2022,-0.689681049,H2CA39078,S001156
Gil Cisneros,CA,39,Democrat,2018,-0.896819871,H8CA39174,C001123
John Cullum,CA,39,Republican,2018,0.48681921,H2CA46123,NA
Bob Huff,CA,39,Republican,2018,NA,H8CA39224,NA
Sam Jammal,CA,39,Democrat,2018,-0.841043196,H8CA39166,NA
Young Kim,CA,39,Republican,2018,0.955408817,H8CA39240,NA
Phil Lberatore,CA,39,Republican,2018,0.952242637,H8CA39307,NA
Herbert Lee,CA,39,Democrat,2018,-0.849178986,H8CA39299,NA
Suzi Legget,CA,39,Democrat,2018,NA,H8CA39257,NA
Shawn Nelson,CA,39,Republican,2018,0.540508862,H8CA39232,NA
Andrew Sarega,CA,39,Republican,2018,0.649614561,H8CA39216,NA
Andy Thorburn,CA,39,Democrat,2018,-1.20790892,H8CA39182,NA
Mai Tran,CA,39,Democrat,2018,-0.362282543,H8CA39158,NA
Steven Vargas,CA,39,Republican,2018,0.229447125,H8CA39281,NA
Gil Cisneros,CA,39,Democrat,2020,-0.918760336,H8CA39174,NA
Young Kim,CA,39,Republican,2020,0.657272197,H8CA39240,K000397
Aja Smith,CA,39,Republican,2022,0.193555487,H8CA41170,NA
Art Peterson,CA,39,Republican,2022,0.077820112,H2CA39185,NA
Bill Spinney,CA,39,Republican,2022,-0.173380795,H2CA41132,NA
Emmanuel L. Suarez,CA,39,Republican,2022,0.894418477,NA,NA
John Lordsal Minnella,CA,39,Republican,2022,0.781264222,H2CA39177,NA
Mark Takano,CA,39,Democrat,2022,-0.262729901,H2CA43245,T000472
Tony Moreno,CA,39,Republican,2022,0.812123789,H2CA39193,NA
Regina Bateson,CA,4,Democrat,2018,-0.632165291,H8CA04194,NA
Roza Calderon,CA,4,Democrat,2018,-0.561213964,H8CA04202,NA
Robert Lawton,CA,4,Democrat,2018,-0.096586409,H8CA04244,NA
Tom McClintock,CA,4,Republican,2018,0.324440714,H8CA04152,M001177
Jessica Morse,CA,4,Democrat,2018,-0.651163212,H8CA04210,NA
Mitchell White,CA,4,Republican,2018,0.644326554,H8CA04236,NA
Julianne Benzel,CA,4,Republican,2020,0.023113061,H0CA04183,NA
Jamie Byers,CA,4,Republican,2020,0.669594585,H0CA04209,NA
Brynne S. Kennedy,CA,4,Democrat,2020,-0.770983672,H0CA04175,NA
Tom McClintock,CA,4,Republican,2020,0.27708264,H8CA04152,M001177
Jacob Thomas,CA,4,Republican,2020,0.32513957,H0CA04217,NA
Andrew David Engdahl,CA,4,Democrat,2022,NA,H2CA04155,NA
Jimih L. Jones,CA,4,Republican,2022,0.321317181,NA,NA
Matt Brock,CA,4,Republican,2022,0.628205072,H2CA04148,NA
Mike Thompson,CA,4,Democrat,2022,-0.419824289,H8CA01109,T000460
Scott Giblin,CA,4,Republican,2022,NA,H0CA05107,NA
Lucille Roybal-Allard,CA,40,Democrat,2018,-0.746995216,H2CA33048,R000486
C. Antonio Delgado,CA,40,Republican,2020,NA,H0CA40138,NA
Anthony Felix Jr.,CA,40,Democrat,2020,-0.909528851,H0CA40120,NA
Lucille Roybal-Allard,CA,40,Democrat,2020,-0.688156804,H2CA33048,R000486
David Sanchez,CA,40,Democrat,2020,NA,H0CA34099,NA
Asif Mahmood,CA,40,Democrat,2022,NA,H2CA40092,NA
Greg Raths,CA,40,Republican,2022,0.42488518,H2CA40084,NA
Nick Taurus,CA,40,Republican,2022,0.182913903,H2CA45133,NA
Young Kim,CA,40,Republican,2022,0.660400295,H8CA39240,K000397
Aja Smith,CA,41,Republican,2018,0.543699603,H8CA41170,NA
Mark Takano,CA,41,Democrat,2018,-0.984982579,H2CA43245,T000472
Aja Smith,CA,41,Republican,2020,0.633515957,H8CA41170,NA
Mark Takano,CA,41,Democrat,2020,-0.951626318,H2CA43245,T000472
Grace Williams,CA,41,Democrat,2020,-1.300943511,H0CA49113,NA
John Michael Lucio,CA,41,Republican,2022,NA,NA,NA
Ken Calvert,CA,41,Republican,2022,0.573667418,H2CA37023,C000059
Shrina Kurani,CA,41,Democrat,2022,-1.18749923,H2CA42197,NA
Will Rollins,CA,41,Democrat,2022,-0.653838638,H2CA42205,NA
Ken Calvert,CA,42,Republican,2018,NA,H2CA37023,C000059
Julia Peacock,CA,42,Democrat,2018,-0.652606407,H8CA42228,NA
Norman Quintero,CA,42,Democrat,2018,-0.932935735,H8CA42244,NA
Ken Calvert,CA,42,Republican,2020,NA,H2CA37023,C000059
Regina Marston,CA,42,Democrat,2020,-0.499640304,H0CA42233,NA
William O'Mara,CA,42,Democrat,2020,-0.376526967,H0CA42217,NA
Cristina Garcia,CA,42,Democrat,2022,NA,H2CA42213,NA
J. Nicole Lopez,CA,42,Democrat,2022,-0.623793839,H2CA40076,NA
Joaquin Beltran,CA,42,Democrat,2022,-1.437145837,H2CA42247,NA
John Briscoe,CA,42,Republican,2022,-0.059482962,H8CA47078,NA
Julio Cesar Flores,CA,42,Republican,2022,NA,H2CA42254,NA
Peter Mathews,CA,42,Democrat,2022,-0.984809986,H0CA47166,NA
Robert Garcia,CA,42,Democrat,2022,-1.333826039,H2CA47188,G000598
William Moses Summerville,CA,42,Democrat,2022,-1.676236154,H2CA42221,NA
Frank DeMartini,CA,43,Republican,2018,0.427737499,H8CA43143,NA
Edwin Duterte,CA,43,Republican,2018,0.793205144,H8CA43135,NA
Omar Navarro,CA,43,Republican,2018,0.812859139,H6CA44145,NA
Maxine Waters,CA,43,Democrat,2018,-0.539230263,H4CA23011,W000187
Joe E. Collins III,CA,43,Republican,2020,-0.574518586,H0CA43108,NA
Omar Navarro,CA,43,Republican,2020,0.959306179,H6CA44145,NA
Maxine Waters,CA,43,Democrat,2020,NA,H4CA23011,W000187
Allison Pratt,CA,43,Republican,2022,NA,H2CA43393,NA
Jean M. Monestime,CA,43,Democrat,2022,NA,NA,NA
Maxine Waters,CA,43,Democrat,2022,NA,H4CA23011,W000187
Omar Navarro,CA,43,Republican,2022,NA,H6CA44145,NA
Nanette Diaz Barragan,CA,44,Democrat,2018,-1.050852686,H6CA44103,B001300
Aja Brown,CA,44,Democrat,2018,NA,H8CA44117,NA
Stacey Dash,CA,44,Republican,2018,NA,H8CA44109,NA
Jazmina Saavedra,CA,44,Republican,2018,NA,NA,NA
Nanette Diaz Barragan,CA,44,Democrat,2020,-0.969458885,H6CA44103,B001300
Billy Z. Earley,CA,44,Republican,2020,0.512687719,H0CA44189,NA
Morris Falls Griffin,CA,44,Democrat,2020,NA,H0CA33158,NA
Analilia Joya,CA,44,Democrat,2020,NA,H4CA44157,NA
Morris Falls Griffin,CA,44,Democrat,2022,-0.36333464,NA,NA
Nanette Diaz Barragan,CA,44,Democrat,2022,-0.778334708,H6CA44103,B001300
Paul Jones,CA,44,Republican,2022,0.353778829,H0CA38140,NA
Brian Forde,CA,45,Democrat,2018,-0.837929284,H8CA45189,NA
Kia Hamadanchy,CA,45,Democrat,2018,-0.870922342,H8CA45155,NA
Dave Min,CA,45,Democrat,2018,-1.092620391,H8CA45148,NA
Katie Porter,CA,45,Democrat,2018,-1.238053217,H8CA45130,P000618
Mimi Walters,CA,45,Republican,2018,0.648434501,H4CA45097,NA
Rhonda Furin,CA,45,Republican,2020,NA,H0CA45152,NA
Christopher J. Gonzales,CA,45,Republican,2020,0.579310253,H0CA45160,NA
Peggy Huang,CA,45,Republican,2020,-0.01656066,H0CA45095,NA
Katie Porter,CA,45,Democrat,2020,-0.914269734,H8CA45130,P000618
Greg Raths,CA,45,Republican,2020,0.43024682,H4CA45089,NA
Don Sedgwick,CA,45,Republican,2020,0.914821682,H0CA45087,NA
Lisa Sparks,CA,45,Republican,2020,0.781222449,H0CA45129,NA
Jay F. Chen,CA,45,Democrat,2022,-0.593125174,H2CA39136,NA
Long K Pham,CA,45,Republican,2022,NA,H2CA45208,NA
Michelle Steel,CA,45,Republican,2022,0.411140382,H0CA48198,S001135
Lou Correa,CA,46,Democrat,2018,-0.208608659,H6CA46116,C001110
Russell Lambert,CA,46,Republican,2018,0.40404748,H8CA46120,NA
Lou Correa,CA,46,Democrat,2020,-0.333523402,H6CA46116,C001110
Pablo Mendiolea,CA,46,Democrat,2020,-0.773837331,H0CA46085,NA
James S. Waters,CA,46,Republican,2020,0.193179749,H0CA46077,NA
Christopher J. Gonzales,CA,46,Republican,2022,NA,H0CA45160,NA
"Felix Rocha, Jr.",CA,46,Republican,2022,NA,H2CA46164,NA
Lou Correa,CA,46,Democrat,2022,-0.306404163,H6CA46116,C001110
Mike Nguyen,CA,46,Republican,2022,-0.255232034,NA,NA
Mike Ortega,CA,46,Democrat,2022,-0.997248677,H2CA46149,NA
John Briscoe,CA,47,Republican,2018,0.067067366,H8CA47078,NA
David Clifford,CA,47,Republican,2018,-0.033187667,H8CA47060,NA
Alan Lowenthal,CA,47,Democrat,2018,-0.707902354,H2CA00104,L000579
John Briscoe,CA,47,Republican,2020,0.147233814,H8CA47078,NA
Alan Lowenthal,CA,47,Democrat,2020,-0.728747317,H2CA00104,L000579
Peter Mathews,CA,47,Democrat,2020,-0.948145343,H0CA47166,NA
Jalen Dupree McLeod,CA,47,Democrat,2020,-1.211752722,H0CA47174,NA
Sou Moua,CA,47,Republican,2020,NA,H0CA47133,NA
Amy Phan West,CA,47,Republican,2020,0.312720272,H0CA47141,NA
Amy Phan West,CA,47,Republican,2022,1.482725973,H2CA45125,NA
Brian Burley,CA,47,Republican,2022,NA,H0CA48172,NA
Errol Webber,CA,47,Republican,2022,0.486244317,H2CA47204,NA
Katie Porter,CA,47,Democrat,2022,-0.859048821,H8CA45130,P000618
Scott Baugh,CA,47,Republican,2022,0.946426636,H2CA47196,NA
Scott Baugh,CA,48,Republican,2018,0.876059659,H6CA48245,NA
John Gabbard,CA,48,Republican,2018,0.458099918,H8CA48142,NA
Hans Keirstead,CA,48,Democrat,2018,-1.179778114,H8CA48076,NA
Michael Kotick,CA,48,Democrat,2018,-0.598492211,H8CA48100,NA
Paul Martin,CA,48,Republican,2018,0.180285882,NA,NA
Laura Oatman,CA,48,Democrat,2018,NA,H8CA48043,NA
Stelian Onufrei,CA,48,Republican,2018,0.608475768,H8CA48092,NA
Rachel Payne,CA,48,Democrat,2018,NA,H8CA48159,NA
Dana Rohrabacher,CA,48,Republican,2018,0.318138494,H8CA42061,NA
